Index,Chunk
2657,"】
衰病死诗诀 
纳音衰病死重逢，成败之中见吉凶，若得吉神来救助，变灾为福始亨通。衰病两逢兼值死，世人至老无妻子，不惟衣食不丰隆，灾病绵绵终损己。【眉批：五行以此比人之至六七十，由老衰弱而又死命中遇此，主人孤苦之断。】
墓库诗诀 
墓库元来是葬神，一为正印细推论，相生相顺无相克，富贵之中次第分。人命若还逢墓库，积谷堆财难计数，悭贪不使一文钱，至老人呼守钱奴。【眉批：墓库死者，埋葬于地，五行至此亦如是，如财官印于库中闭而不用，须刑冲取用其财者吉。】 
绝胎诗诀 
绝中逢生少人知，却去当生命里推，反本还元直细辨，忽然迍否莫猜疑。胎神一位难为绝，克陷妻奴家道劣，不惟朝暮走忙忙，羊食狼贪无以别。"
2658,"】 
绝胎诗诀 
绝中逢生少人知，却去当生命里推，反本还元直细辨，忽然迍否莫猜疑。胎神一位难为绝，克陷妻奴家道劣，不惟朝暮走忙忙，羊食狼贪无以别。【眉批：绝胎者，其行如人受气于母亲腹中以至胎成。】 
胎养诗诀 
胎养须宜细审详，半凶半吉两相当，贵神相会应为福，恶杀重逢见祸殃。【眉批：养者，人已出乎母胎，如五行之长，吉星由大为吉。】 
五行生克赋 
大哉干支，生物之始，本乎天地，万象宗焉。阴阳变化之机，时候浅深之用。故金木水火土无正形，生克制化，理取不一。假如死木，偏宜活水滋濡。【眉批：死木休囚者，顽金旺相者。栋梁材木也。】 
譬若顽金，最喜红烟锻炼。太阳火，忌林木为仇。栋梁材，求斧金为友。"
2659,"太阳火，忌林木为仇。栋梁材，求斧金为友。火隔水不能熔金。金沉水岂能克木。【眉批：火弱不能熔金，金沉不能克木。】 
活木忌埋根之铁。死金嫌盖项之泥。【眉批：活木阳木忌金旺，死金，土埋金也。】 
甲乙欲成一块，须加穿凿之功。壬癸能达五湖，盖有并流之性。樗木不禁利斧。真珠最怕明烟。【眉批：樗木休囚也，真珠，辛金也。弱柳，壬午癸未，乔松，庚寅辛卯。】 
弱柳乔松，时分衰旺。寸金尺铁，气用刚柔。陇头之土，少木难疏。炉内之金，湿泥反蔽。雨露安滋朽木。城墙不产真金。剑戟成功，遇火乡而反坏。城墙积就，至木地而愁克。癸丙春生，不雨不晴之象。乙丁冬产，非寒非暑之天。极锋抱水之金，最应离炉运铁。"
2660,"乙丁冬产，非寒非暑之天。极锋抱水之金，最应离炉运铁。甲乙遇金强，魂归西兑。庚辛逢火旺，气散南离。土燥火炎，金无所赖。木浮水泛，火不能生。九夏熔金，安制坚刚之木。三冬湿土，难堤泛滥之波。轻尘撮土，终非活木之基。废铁销金，岂能滋流之木。木盛能令金自缺。土虚反被水相欺。火无木则终其光。木无火则晦其质。【眉批：火假木以生光，木赖火以通明。】 
乙木秋生，腐朽摧枯之易也。庚金冬死，沉沙坠海岂难乎。凝霜之草，岂用逢金。出土之金，不能胜木。火未焰而先烟。水既往而犹湿。大抵水寒不流、木寒不发、土寒不生、火寒不烈、金寒不熔，皆非天地之正气也。然万物初生未成，成久则灭。"
2661,"大抵水寒不流、木寒不发、土寒不生、火寒不烈、金寒不熔，皆非天地之正气也。然万物初生未成，成久则灭。其超凡入圣之机，脱死回生之妙，不旬而成、不形而化。固用不如固本，花繁岂若根深。【眉批：本者元辰所生，用者月中之用神。】 
且如北金恋水而沉形。南木飞灰而脱体。东水旺木以枯源。西土实金而虚己。火因土晦皆太过。五行贵在中和，以理求之，慎勿苟言，掬尽寒潭须见底。珞琭子消息赋 
元一气兮先天，禀清浊兮自然，著三才以成象，播四气以为年。【眉批：推命之辨详此知之。】 
以干为禄，以向背定贫富。以支为命，详逆顺以循环。运行则一辰十岁，折除乃三日为年。命有节气浅深，用之而为妙。"
2662,"运行则一辰十岁，折除乃三日为年。命有节气浅深，用之而为妙。其为气也，将来者进，成功者退，如蛇在灰，如鳝在尘。其为有也，是从无而立有，其为无也，天垂象以示文。其为常也，立仁立义。其为事也，或见或闻。崇为宝也，奇为贵也，将星扶德，天乙加临，本主休囚，行藏汨设。【眉批：将星寅午戌在午，申子辰在辰（子），巳酉丑在酉，亥卯未在未（卯）。】 
至若勾陈得位，不亏小信以成仁。真武当权，知是大才而分瑞。不仁不义，庚辛与甲乙交差。或是或非，壬癸与丙丁相畏。故有先贤，谦己处俗。求仙崇释，则离宫修定，归道乃水府求元。是知五行通道，取用多门，理于贤人，乱于不肖，成于妙用，败于不能。见不见之形，无时不有。"
2663,"是知五行通道，取用多门，理于贤人，乱于不肖，成于妙用，败于不能。见不见之形，无时不有。抽不抽之绪，万古联绵。是以何公惧其七煞，宣父畏其元辰。峨眉阐以三生，天全士庶。鬼谷播其九命，约以星观。今集诸家之要，发其偏见之能，是以未解曲通，妙须神悟。【眉批：何公，古之高士，宣父，周之大臣。】 
臣出自兰野，幼慕真风。入肆无悬壶之妙，游街无化杖之神。息一气以凝神，消五行而通道。乾坤立其牝（音同品）牡，金木定其刚柔，昼夜互为君臣，青赤时为父子。不可一途而取轨，不可一理而推之。时有冬逢炎热夏草道霜，类有阴鼠栖冰神龟宿火。是以阴阳罕测，志物难穷。大抵三冬暑少，九夏阳多。祸福有若祺祥，术士希其八九。"
2664,大抵三冬暑少，九夏阳多。祸福有若祺祥，术士希其八九。或若生逢休败之地，早岁孤穷，老遇建旺之乡，临年偃蹇。若乃先凶后吉，以源浊而流清。始吉终凶，类根甘而裔苦。观乎萌兆，察以其原，根在苗先，实从花后。胎生元命，三兽定其门宗。律吕宫商，五虎论其成败。无合有合，后学难知。得一分三，前贤不载。年虽逢于冠带，尚有余灾。运初至于衰乡，犹披鲜福。大段天元羸弱，宫言不及以为荣。中下兴隆，卦凶不能成其咎。若遇尊凶卑吉，救疗无功。尊吉卑凶，逢灾自愈。禄有三会，灾有五期。凶多吉少，类大过之初爻。福线祸深，喻同人之九五。闻喜不喜，是六甲之亏盈。当忧不忧，赖五行之救助。八孤临于五墓，戌未东行。六虚下于空亡，自乾南首。
2665,"八孤临于五墓，戌未东行。六虚下于空亡，自乾南首。【眉批：孤虚空亡之日，如甲子旬生人以戌亥空亡，空亡对宫辰巳为孤虚。如甲子生人数至巳宫为虚，辰为孤。五行仿此。】 
天元一气，定侯伯之迁荣。支作人元，运商徒而得失。若乃身旺鬼绝，虽破命而长年。鬼旺身衰，逢建命而夭寿。背禄逐马，守穷途而恓惶。禄马同乡，不三台而八座。官崇位显，定知夹禄之乡。小盈大亏，恐是劫财之地。主月带禄，入仕居赫奕之尊。重犯奇仪，蕴藉抱出群之器。阴男阳女，时现出入之年。阴女阳男，更看元辰之岁。与生地之相逢，宜退身而避位，凶会、吉会、伏吟、反吟、阴错、阳差、天冲、地击。"
2666,阴女阳男，更看元辰之岁。与生地之相逢，宜退身而避位，凶会、吉会、伏吟、反吟、阴错、阳差、天冲、地击。或逢四煞、五鬼、六害、七伤、地网、天罗，三元九官福臻成庆，祸并危疑。扶兮速速，抑乃迟迟。历贵地而待时，遇比肩而争竞。至若人疲马劣，犹托财旺之乡。或乃财旺禄衰，建马何避掩冲，岁临尚不为灾，年登故宜获福。大吉生逢小吉，反寿长年。天罡运至天魁，寄生续寿。从魁抵苍龙之宿，财自天来。太冲临昂胃之乡，人元有害。金禄穷于正首，庚重辛轻。木人困于金乡，寅深卯浅。妙在识其通变，拙说犹神。巫瞽昧于调弦，难希律吕。庚辛临于甲乙，君子可以求官。北人运在南方，贸易获其厚利。闻朝欢而夕泣，为盛火之炎阳。
2667,北人运在南方，贸易获其厚利。闻朝欢而夕泣，为盛火之炎阳。观祸福之赊遥，则多因于水土。金木未能成器，听哀乐以难名，似木盛而花繁，状密云而不雨。乘轩衣冕，金火何多，位劣班卑，阴阳不定。所以龙吟虎啸，风雨助其休祥，火势将兴，故先烟而后焰。每见凶中有吉，吉乃先凶，吉中有凶，凶为吉兆。祸旬向末，言福可以迎推，才入衰乡，论灾宜其逆课。男迎女送，否泰交居，阴阳二气，逆顺折除。占其金水之内，显于方所分野，标其南北之间，恐不利于往来。一旬之内，于年中而问干，一岁之中，求月中而问日。向三避五，指方面以穷通，审吉量凶，述岁中之否泰。壬癸乃秋生而冬旺，亥子同途，甲乙乃夏死而春荣，寅卯一揆（音同魁）。
2668,"向三避五，指方面以穷通，审吉量凶，述岁中之否泰。壬癸乃秋生而冬旺，亥子同途，甲乙乃夏死而春荣，寅卯一揆（音同魁）。丙寅丁卯，秋天宜以保持，己巳戊辰，度乾宫而脱厄。值病忧病，逢生得生，旺相峥嵘，休囚灭绝，论其眷属，忧其死绝。墓在鬼中，危疑者甚，足下贴丧，面前可见。凭阴察其阳祸，岁星莫犯于孤辰，恃阳鉴以阴灾，天年忌逢于寡宿。先论二气，次课延生。父病推其子禄，妻灾课以夫年。【眉批：父病如甲以丙为子，甲于丙如父病必得子之助才可救，生死安灾亦然。五行仿此。】 
三宫元吉，祸逢可以延推，始末皆凶，灾忽来而迅速。宅墓受煞，落梁尘以呻吟，丧吊临人，变宫商为薤（音同泄）露。"
2669,"】 
三宫元吉，祸逢可以延推，始末皆凶，灾忽来而迅速。宅墓受煞，落梁尘以呻吟，丧吊临人，变宫商为薤（音同泄）露。干推两重，防灾于元首之间，支折三轻，慎祸于股肱（音同工）之内，下元一气，周居去住之期。仁而不仁，虑伤伐于戊己，至于寝食侍卫，物有鬼物，人有鬼人，逢之为灾，去之为福。就中裸形侠煞，魄往酆都，所犯有伤，魂归岱岭。或乃行来出入，抵犯凶方，嫁娶修营，路登黄黑。灾福在岁年之位内，发觉由日时之击扬。五神相克，三生定命。每见贵人食禄，无非禄马之乡，源浊伏吟，惆怅歇宫之地。狂横起于勾绞，祸败发于元亡。宅墓同处，恐少乐而多忧，万里回还，乃是三归之地。【眉批：命宫前五辰为宅，命后五辰为墓。"
2670,"宅墓同处，恐少乐而多忧，万里回还，乃是三归之地。【眉批：命宫前五辰为宅，命后五辰为墓。如子宫命辰为宅，未为墓。余仿此。】 
四煞之父，多生五鬼之男，六害之徒，命有七伤之事。眷属情同水火，相逢于沐治之乡，骨肉中道分离，孤宿尤嫌于隔角。须要明其神煞轻重较量，身克煞而尚轻，煞克身而尤重。至于循环八卦，因河洛之遗文，略之定为一端，究之翻成万绪。若值攀鞍践禄，逢之则佩印乘轩，马劣财微，遇之则流而不返。【眉批：攀鞍，太岁流年之气，用马则用鞍，有马无鞍则不用，谓之败马无鞍，无拘无束。】 
占除望拜，甲午以四八为期，口舌文书，己亥慎三十有二。善恶相伴，摇动迁移。夹煞持丘，亲姻哭送。"
2671,"善恶相伴，摇动迁移。夹煞持丘，亲姻哭送。【眉批：持丘谓日时支拱一财，如拱禄一般。】 
兼须详其操执，观其秉持厚薄，论其骨状，成器借于心源。木气盛而仁昌，庚辛亏而义寡。恶曜加而有喜，拟其大器，福星临而祸发，以表凶人。处定求动，克未尽而难迁，居安问危，可凶中而卜吉。贵而忘贱，灾自奢生，迷而不返，祸从惑起。殊常易旧，变处为萌，福善祸淫，吉凶异兆。至于公明季主，尚无变识之文，景纯仲舒，不载比形之妙。论八字撮要法 
用之为官不可伤。用之为财不可劫。用之为印不可破。用之为食不可夺。用之为禄不可冲。若有七杀须要制，制伏太过反为凶。若用伤官须要静，此是子平万法宗。伤官最怕为官运，正官尤喜见财星。"
2672,"若用伤官须要静，此是子平万法宗。伤官最怕为官运，正官尤喜见财星。印绶好杀嫌财位，羊刃怕冲宜合迎。比肩要逢七杀制。七杀喜见食神刑。有禄怕见官星到。食神最喜偏财临。此是子平撮要法，江湖术者仔细明。又不用财星尽可劫。不用官星尽可伤。不用印绶尽可坏。不用食神尽可夺。会命要说 
夫造命书，先贤已穷尽天地精微之蕴而极矣。自唐李虚中，一行禅师，宋徐升东斋，明王桂、醉醒子诸公，登觉渊海渊源，其理雷同，至矣尽矣，无非水火土金水之微妙耳。今之后学，加增旨意口诀，莫非先贤已发之余意，大同小异。今将渊海二书合成一集，一览便知。不必寻究二书之旨，删繁去简，永为矜式。跋
余之于易，好之久也。"
